Date,Route,Attempted,Succeeded
8/9/2014,Disappointment Cleaver,12,8
8/9/2014,Disappointment Cleaver,3,0
8/9/2014,Disappointment Cleaver,4,4
8/9/2014,Emmons-Winthrop,2,2
8/9/2014,Disappointment Cleaver,5,3
8/9/2014,Disappointment Cleaver,2,2
8/9/2014,Disappointment Cleaver,1,0
8/9/2014,Disappointment Cleaver,4,3
8/9/2014,Emmons-Winthrop,2,0
8/9/2014,Disappointment Cleaver,11,9
8/9/2014,Disappointment Cleaver,4,0
8/9/2014,Emmons-Winthrop,2,2
8/9/2014,Emmons-Winthrop,4,4
8/9/2014,Emmons-Winthrop,3,3
8/9/2014,Disappointment Cleaver,2,2
8/9/2014,Disappointment Cleaver,2,2
8/9/2014,Disappointment Cleaver,4,0
8/9/2014,Disappointment Cleaver,2,0
8/9/2014,Disappointment Cleaver,3,3
8/9/2014,Disappointment Cleaver,12,11
8/9/2014,Disappointment Cleaver,2,2
8/9/2014,Disappointment Cleaver,2,0
8/9/2014,Disappointment Cleaver,3,3
8/9/2014,Kautz Glacier,2,0
8/9/2014,Disappointment Cleaver,11,9
8/9/2014,Disappointment Cleaver,7,4
8/9/2014,Disappointment Cleaver,4,4
8/9/2014,Disappointment Cleaver,7,7
8/9/2014,Disappointment Cleaver,3,3
8/9/2014,Disappointment Cleaver,2,0
8/9/2014,Disappointment Cleaver,3,3
8/9/2014,Disappointment Cleaver,4,3
8/9/2014,Disappointment Cleaver,2,2
8/8/2014,Disappointment Cleaver,4,4
8/8/2014,Disappointment Cleaver,2,2
8/8/2014,Disappointment Cleaver,12,10
8/8/2014,Emmons-Winthrop,2,0
8/8/2014,Disappointment Cleaver,2,0
8/8/2014,Disappointment Cleaver,5,0
8/8/2014,Little Tahoma,2,2
8/8/2014,glacier only - no summit attempt,2,0
8/8/2014,Disappointment Cleaver,1,1
8/8/2014,Disappointment Cleaver,4,4
8/8/2014,Disappointment Cleaver,2,0
8/8/2014,Disappointment Cleaver,12,7
8/8/2014,Disappointment Cleaver,4,4
8/8/2014,Emmons-Winthrop,5,5
8/8/2014,Disappointment Cleaver,3,3
8/8/2014,Disappointment Cleaver,6,6
8/8/2014,Disappointment Cleaver,2,2
8/8/2014,Disappointment Cleaver,5,0
8/8/2014,Kautz Glacier,2,2
8/8/2014,Disappointment Cleaver,4,3
8/8/2014,Disappointment Cleaver,4,4
8/8/2014,Disappointment Cleaver,3,3
8/8/2014,Disappointment Cleaver,2,2
8/8/2014,Disappointment Cleaver,6,6
8/8/2014,Disappointment Cleaver,12,12
8/8/2014,Kautz Glacier,8,8
8/8/2014,Disappointment Cleaver,2,0
8/7/2014,Disappointment Cleaver,3,2
8/7/2014,Disappointment Cleaver,2,1
8/7/2014,Disappointment Cleaver,2,0
8/7/2014,Disappointment Cleaver,12,7
8/7/2014,glacier only - no summit attempt,2,0
8/7/2014,Emmons-Winthrop,3,3
8/7/2014,Disappointment Cleaver,2,0
8/7/2014,Disappointment Cleaver,4,3
8/7/2014,Disappointment Cleaver,12,12
8/7/2014,Disappointment Cleaver,2,0
8/7/2014,Disappointment Cleaver,12,9
8/7/2014,Disappointment Cleaver,2,2
8/7/2014,Disappointment Cleaver,10,4
8/7/2014,Disappointment Cleaver,12,12
8/7/2014,Disappointment Cleaver,5,4
8/7/2014,Disappointment Cleaver,1,1
8/6/2014,Disappointment Cleaver,12,12
8/6/2014,Disappointment Cleaver,3,3
8/6/2014,Disappointment Cleaver,11,8
8/6/2014,Disappointment Cleaver,2,0
8/6/2014,Disappointment Cleaver,2,2
8/6/2014,Emmons-Winthrop,2,2
8/6/2014,Disappointment Cleaver,3,3
8/6/2014,Disappointment Cleaver,3,3
8/6/2014,Kautz Glacier,5,5
8/6/2014,Emmons-Winthrop,3,3
8/6/2014,Disappointment Cleaver,12,8
8/6/2014,Emmons-Winthrop,4,4
8/6/2014,Disappointment Cleaver,2,2
8/5/2014,Kautz Glacier,6,6
8/5/2014,Disappointment Cleaver,3,3
8/5/2014,Disappointment Cleaver,5,5
8/5/2014,Disappointment Cleaver,2,2
8/5/2014,Disappointment Cleaver,3,0
8/5/2014,Disappointment Cleaver,12,8
8/5/2014,Emmons-Winthrop,11,9
8/5/2014,Kautz Glacier,12,7
8/5/2014,glacier only - no summit attempt,2,0
8/5/2014,Disappointment Cleaver,3,3
8/5/2014,Disappointment Cleaver,12,9
8/5/2014,Disappointment Cleaver,3,3
8/4/2014,Disappointment Cleaver,6,0
8/4/2014,Disappointment Cleaver,2,0
8/4/2014,Disappointment Cleaver,3,3
8/4/2014,Disappointment Cleaver,2,2
8/4/2014,Disappointment Cleaver,8,0
8/4/2014,Disappointment Cleaver,12,9
8/4/2014,Disappointment Cleaver,12,10
8/4/2014,Disappointment Cleaver,7,0
8/4/2014,Emmons-Winthrop,11,11
8/4/2014,Emmons-Winthrop,2,0
8/4/2014,Disappointment Cleaver,4,3
8/4/2014,Emmons-Winthrop,3,0
8/4/2014,Emmons-Winthrop,2,2
8/4/2014,Disappointment Cleaver,12,11
8/4/2014,Disappointment Cleaver,10,10
8/4/2014,Kautz Glacier,6,5
8/4/2014,Emmons-Winthrop,2,0
8/4/2014,Disappointment Cleaver,2,2
8/4/2014,Emmons-Winthrop,2,2
8/4/2014,Emmons-Winthrop,11,6
8/4/2014,Emmons-Winthrop,4,2
8/4/2014,Disappointment Cleaver,9,6
8/3/2014,Disappointment Cleaver,3,3
8/3/2014,Emmons-Winthrop,11,10
8/3/2014,Disappointment Cleaver,2,2
8/3/2014,Disappointment Cleaver,12,9
8/3/2014,Disappointment Cleaver,12,9
8/3/2014,Kautz Glacier,11,0
8/3/2014,glacier only - no summit attempt,2,0
8/3/2014,Disappointment Cleaver,3,3
8/3/2014,Disappointment Cleaver,2,0
8/3/2014,Disappointment Cleaver,7,7
8/3/2014,Emmons-Winthrop,3,2
8/2/2014,Disappointment Cleaver,2,2
8/2/2014,Disappointment Cleaver,2,2
8/2/2014,Disappointment Cleaver,2,2
8/2/2014,Disappointment Cleaver,2,0
8/2/2014,Disappointment Cleaver,12,9
8/2/2014,Disappointment Cleaver,4,4
8/2/2014,Emmons-Winthrop,3,3
8/2/2014,Disappointment Cleaver,10,7
8/2/2014,Disappointment Cleaver,3,3
8/2/2014,Disappointment Cleaver,12,10
8/2/2014,Disappointment Cleaver,2,2
8/2/2014,Disappointment Cleaver,1,1
8/2/2014,Disappointment Cleaver,2,2
8/2/2014,Disappointment Cleaver,2,2
8/2/2014,Disappointment Cleaver,4,4
8/2/2014,Disappointment Cleaver,4,4
8/2/2014,Disappointment Cleaver,4,4
8/2/2014,Disappointment Cleaver,4,4
8/2/2014,Disappointment Cleaver,9,0
8/2/2014,Disappointment Cleaver,4,4
8/2/2014,Disappointment Cleaver,2,2
8/2/2014,Disappointment Cleaver,2,0
8/2/2014,Disappointment Cleaver,2,2
8/2/2014,Disappointment Cleaver,2,2
8/2/2014,Emmons-Winthrop,2,2
8/2/2014,Disappointment Cleaver,1,1
8/2/2014,Emmons-Winthrop,3,3
8/2/2014,Tahoma Glacier,5,0
8/2/2014,Disappointment Cleaver,3,3
8/2/2014,Disappointment Cleaver,3,3
8/2/2014,Emmons-Winthrop,2,2
8/1/2014,Emmons-Winthrop,5,5
8/1/2014,Disappointment Cleaver,3,0
8/1/2014,Disappointment Cleaver,3,3
8/1/2014,Emmons-Winthrop,3,3
8/1/2014,Emmons-Winthrop,2,2
8/1/2014,Disappointment Cleaver,2,2
8/1/2014,Disappointment Cleaver,2,2
8/1/2014,Disappointment Cleaver,5,5
8/1/2014,Disappointment Cleaver,5,5
8/1/2014,Emmons-Winthrop,3,3
8/1/2014,Disappointment Cleaver,3,3
8/1/2014,Disappointment Cleaver,2,2
8/1/2014,Disappointment Cleaver,6,6
8/1/2014,Disappointment Cleaver,12,11
8/1/2014,Disappointment Cleaver,4,4
8/1/2014,Disappointment Cleaver,4,4
8/1/2014,Emmons-Winthrop,4,4
8/1/2014,Emmons-Winthrop,2,0
8/1/2014,Emmons-Winthrop,4,3
8/1/2014,Disappointment Cleaver,12,7
8/1/2014,Disappointment Cleaver,4,4
8/1/2014,Disappointment Cleaver,2,0
8/1/2014,Disappointment Cleaver,2,0
8/1/2014,Tahoma Glacier,5,0
8/1/2014,Emmons-Winthrop,5,5
8/1/2014,Disappointment Cleaver,2,2
8/1/2014,Disappointment Cleaver,2,2
8/1/2014,Disappointment Cleaver,5,5
8/1/2014,Emmons-Winthrop,3,3
8/1/2014,Disappointment Cleaver,2,2
8/1/2014,Emmons-Winthrop,11,11
8/1/2014,Disappointment Cleaver,12,7
8/1/2014,Disappointment Cleaver,2,0
7/31/2014,Disappointment Cleaver,2,0
7/31/2014,Disappointment Cleaver,3,3
7/31/2014,Disappointment Cleaver,7,7
7/31/2014,Emmons-Winthrop,2,2
7/31/2014,Disappointment Cleaver,1,0
7/31/2014,Emmons-Winthrop,2,0
7/31/2014,Disappointment Cleaver,7,0
7/31/2014,Disappointment Cleaver,3,3
7/31/2014,Emmons-Winthrop,3,3
7/31/2014,Disappointment Cleaver,3,3
7/31/2014,Disappointment Cleaver,3,3
7/31/2014,Disappointment Cleaver,7,7
7/31/2014,Emmons-Winthrop,2,2
7/31/2014,Disappointment Cleaver,12,10
7/31/2014,Disappointment Cleaver,3,3
7/31/2014,Disappointment Cleaver,12,9
7/31/2014,Disappointment Cleaver,6,0
7/30/2014,Emmons-Winthrop,3,3
7/30/2014,Emmons-Winthrop,3,3
7/30/2014,Disappointment Cleaver,9,9
7/30/2014,Disappointment Cleaver,5,5
7/30/2014,Disappointment Cleaver,3,3
7/30/2014,Disappointment Cleaver,12,12
7/30/2014,Disappointment Cleaver,2,2
7/30/2014,Disappointment Cleaver,2,2
7/30/2014,Disappointment Cleaver,5,5
7/30/2014,Emmons-Winthrop,3,0
7/30/2014,Disappointment Cleaver,12,8
7/30/2014,Disappointment Cleaver,2,0
7/30/2014,Emmons-Winthrop,2,2
7/30/2014,Disappointment Cleaver,4,4
7/30/2014,Emmons-Winthrop,12,11
7/30/2014,Disappointment Cleaver,12,10
7/29/2014,Emmons-Winthrop,4,2
7/29/2014,Disappointment Cleaver,12,12
7/29/2014,Disappointment Cleaver,2,0
7/29/2014,Disappointment Cleaver,12,9
7/29/2014,Emmons-Winthrop,12,12
7/29/2014,Disappointment Cleaver,6,6
7/29/2014,Kautz Glacier,12,12
7/29/2014,Disappointment Cleaver,2,0
7/29/2014,Disappointment Cleaver,2,2
7/28/2014,Emmons-Winthrop,12,11
7/28/2014,Disappointment Cleaver,8,6
7/28/2014,Disappointment Cleaver,3,3
7/28/2014,Emmons-Winthrop,21,2
7/28/2014,Disappointment Cleaver,11,10
7/28/2014,Disappointment Cleaver,4,0
7/28/2014,Disappointment Cleaver,4,4
7/28/2014,Disappointment Cleaver,2,2
7/28/2014,Disappointment Cleaver,8,8
7/28/2014,Emmons-Winthrop,12,11
7/28/2014,Disappointment Cleaver,3,3
7/28/2014,Kautz Glacier,2,0
7/28/2014,Emmons-Winthrop,8,8
7/28/2014,Disappointment Cleaver,12,10
7/28/2014,Disappointment Cleaver,3,0
7/28/2014,Disappointment Cleaver,2,2
7/28/2014,Disappointment Cleaver,2,2
7/28/2014,Emmons-Winthrop,4,4
7/28/2014,Disappointment Cleaver,8,5
7/27/2014,Kautz Glacier,6,5
7/27/2014,glacier only - no summit attempt,2,0
7/27/2014,Disappointment Cleaver,2,0
7/27/2014,Disappointment Cleaver,4,4
7/27/2014,Kautz Glacier,3,3
7/27/2014,Disappointment Cleaver,12,12
7/27/2014,Disappointment Cleaver,6,6
7/27/2014,Emmons-Winthrop,12,10
7/27/2014,Disappointment Cleaver,3,3
7/27/2014,Disappointment Cleaver,12,12
7/27/2014,Disappointment Cleaver,3,2
7/27/2014,Little Tahoma,3,3
7/27/2014,Emmons-Winthrop,2,2
7/27/2014,Disappointment Cleaver,2,2
7/27/2014,glacier only - no summit attempt,1,0
7/27/2014,Disappointment Cleaver,2,2
7/27/2014,Emmons-Winthrop,2,2
7/27/2014,Disappointment Cleaver,4,4
7/27/2014,Emmons-Winthrop,2,2
7/27/2014,Disappointment Cleaver,4,0
7/27/2014,Disappointment Cleaver,12,8
7/26/2014,Disappointment Cleaver,4,0
7/26/2014,Disappointment Cleaver,2,0
7/26/2014,Kautz Glacier,2,0
7/26/2014,Disappointment Cleaver,4,0
7/26/2014,Kautz Glacier,5,5
7/26/2014,Disappointment Cleaver,3,2
7/26/2014,Disappointment Cleaver,4,0
7/26/2014,Emmons-Winthrop,4,0
7/26/2014,Disappointment Cleaver,2,2
7/26/2014,Emmons-Winthrop,2,2
7/26/2014,Disappointment Cleaver,2,2
7/26/2014,Emmons-Winthrop,8,4
7/26/2014,Kautz Glacier,5,0
7/26/2014,Disappointment Cleaver,3,3
7/26/2014,Disappointment Cleaver,12,6
7/26/2014,Disappointment Cleaver,12,12
7/26/2014,Disappointment Cleaver,2,2
7/26/2014,Disappointment Cleaver,3,3
7/26/2014,Disappointment Cleaver,3,0
7/26/2014,Disappointment Cleaver,2,2
7/26/2014,Emmons-Winthrop,2,2
7/26/2014,Disappointment Cleaver,2,2
7/26/2014,Disappointment Cleaver,5,5
7/26/2014,Disappointment Cleaver,2,2
7/26/2014,Disappointment Cleaver,4,4
7/26/2014,Emmons-Winthrop,2,2
7/26/2014,Disappointment Cleaver,4,0
7/26/2014,Disappointment Cleaver,2,2
7/26/2014,Emmons-Winthrop,3,3
7/26/2014,Disappointment Cleaver,3,0
7/26/2014,Emmons-Winthrop,3,3
7/26/2014,Disappointment Cleaver,2,2
7/26/2014,Disappointment Cleaver,5,0
7/26/2014,Disappointment Cleaver,2,2
7/26/2014,Disappointment Cleaver,6,5
7/26/2014,Emmons-Winthrop,2,2
7/26/2014,Emmons-Winthrop,2,2
7/26/2014,Emmons-Winthrop,3,3
7/26/2014,Little Tahoma,9,9
7/26/2014,Disappointment Cleaver,12,9
7/26/2014,Emmons-Winthrop,12,12
7/26/2014,Disappointment Cleaver,9,9
7/25/2014,Emmons-Winthrop,2,2
7/25/2014,glacier only - no summit attempt,2,0
7/25/2014,Disappointment Cleaver,12,0
7/25/2014,Disappointment Cleaver,3,0
7/25/2014,Disappointment Cleaver,6,6
7/25/2014,Disappointment Cleaver,2,0
7/25/2014,Disappointment Cleaver,7,7
7/25/2014,Disappointment Cleaver,3,0
7/25/2014,Emmons-Winthrop,3,2
7/25/2014,Disappointment Cleaver,3,3
7/25/2014,Disappointment Cleaver,2,2
7/25/2014,Disappointment Cleaver,6,0
7/25/2014,Disappointment Cleaver,2,2
7/25/2014,Disappointment Cleaver,5,3
7/25/2014,Disappointment Cleaver,8,0
7/25/2014,Disappointment Cleaver,3,0
7/25/2014,Disappointment Cleaver,5,3
7/25/2014,Disappointment Cleaver,2,2
7/25/2014,Disappointment Cleaver,8,8
7/25/2014,Disappointment Cleaver,4,0
7/25/2014,Disappointment Cleaver,3,0
7/25/2014,Disappointment Cleaver,11,9
7/25/2014,Disappointment Cleaver,2,2
7/25/2014,Ptarmigan RIngraham Directge,2,2
7/25/2014,Disappointment Cleaver,5,4
7/25/2014,Disappointment Cleaver,7,0
7/25/2014,Disappointment Cleaver,3,3
7/25/2014,Disappointment Cleaver,5,0
7/25/2014,Disappointment Cleaver,4,0
7/25/2014,Disappointment Cleaver,12,8
7/25/2014,Disappointment Cleaver,9,6
7/25/2014,Disappointment Cleaver,2,2
7/25/2014,Disappointment Cleaver,12,12
7/25/2014,Disappointment Cleaver,2,0
7/25/2014,Emmons-Winthrop,6,0
7/25/2014,Disappointment Cleaver,2,2
7/25/2014,Disappointment Cleaver,3,3
7/25/2014,Disappointment Cleaver,2,2
7/25/2014,Disappointment Cleaver,2,0
7/25/2014,Disappointment Cleaver,3,0
7/25/2014,Disappointment Cleaver,2,0
7/25/2014,Emmons-Winthrop,6,0
7/25/2014,Disappointment Cleaver,2,2
7/25/2014,Emmons-Winthrop,4,3
7/25/2014,Disappointment Cleaver,2,0
7/25/2014,Disappointment Cleaver,4,0
7/25/2014,Disappointment Cleaver,2,0
7/24/2014,Emmons-Winthrop,4,0
7/24/2014,Disappointment Cleaver,7,0
7/24/2014,Disappointment Cleaver,12,10
7/24/2014,Disappointment Cleaver,4,0
7/24/2014,Disappointment Cleaver,3,0
7/24/2014,Emmons-Winthrop,4,0
7/24/2014,Emmons-Winthrop,6,6
7/24/2014,Disappointment Cleaver,2,0
7/24/2014,Disappointment Cleaver,11,11
7/24/2014,Disappointment Cleaver,5,5
7/24/2014,Emmons-Winthrop,5,5
7/24/2014,Disappointment Cleaver,2,0
7/24/2014,Emmons-Winthrop,6,6
7/24/2014,Disappointment Cleaver,4,3
7/24/2014,Disappointment Cleaver,5,0
7/24/2014,Emmons-Winthrop,5,5
7/24/2014,Disappointment Cleaver,11,11
7/24/2014,Disappointment Cleaver,2,2
7/24/2014,Disappointment Cleaver,2,2
7/24/2014,Disappointment Cleaver,5,5
7/24/2014,Emmons-Winthrop,3,3
7/24/2014,Disappointment Cleaver,7,8
7/24/2014,Disappointment Cleaver,10,0
7/24/2014,Disappointment Cleaver,4,0
7/24/2014,Emmons-Winthrop,10,0
7/23/2014,Disappointment Cleaver,11,0
7/23/2014,Disappointment Cleaver,7,0
7/23/2014,Emmons-Winthrop,2,2
7/23/2014,Disappointment Cleaver,3,3
7/23/2014,Emmons-Winthrop,2,0
7/23/2014,Disappointment Cleaver,2,2
7/22/2014,Disappointment Cleaver,2,0
7/22/2014,Emmons-Winthrop,12,0
7/22/2014,Disappointment Cleaver,3,0
7/22/2014,Disappointment Cleaver,12,0
7/22/2014,Disappointment Cleaver,12,0
7/22/2014,Disappointment Cleaver,11,0
7/22/2014,Emmons-Winthrop,3,0
7/22/2014,Kautz Glacier,2,0
7/22/2014,Emmons-Winthrop,2,0
7/22/2014,Disappointment Cleaver,11,0
7/21/2014,Emmons-Winthrop,2,0
7/21/2014,Emmons-Winthrop,2,0
7/21/2014,Kautz Glacier,2,2
7/21/2014,Disappointment Cleaver,4,0
7/21/2014,Disappointment Cleaver,12,0
7/21/2014,Disappointment Cleaver,2,0
7/21/2014,Emmons-Winthrop,6,0
7/21/2014,Disappointment Cleaver,7,0
7/21/2014,Disappointment Cleaver,2,2
7/21/2014,Disappointment Cleaver,8,0
7/21/2014,Disappointment Cleaver,2,0
7/21/2014,Emmons-Winthrop,12,0
7/21/2014,Emmons-Winthrop,8,0
7/21/2014,Disappointment Cleaver,3,0
7/21/2014,Disappointment Cleaver,3,3
7/21/2014,Disappointment Cleaver,2,2
7/20/2014,Disappointment Cleaver,3,0
7/20/2014,Disappointment Cleaver,4,0
7/20/2014,Disappointment Cleaver,4,0
7/20/2014,Disappointment Cleaver,12,6
7/20/2014,Disappointment Cleaver,2,0
7/20/2014,Disappointment Cleaver,4,0
7/20/2014,Disappointment Cleaver,2,2
7/20/2014,Disappointment Cleaver,2,0
7/20/2014,Disappointment Cleaver,12,9
7/20/2014,Disappointment Cleaver,11,7
7/20/2014,Disappointment Cleaver,12,6
7/20/2014,Disappointment Cleaver,3,0
7/20/2014,Disappointment Cleaver,8,8
7/20/2014,Disappointment Cleaver,5,5
7/20/2014,Emmons-Winthrop,4,0
7/20/2014,Emmons-Winthrop,4,4
7/20/2014,Disappointment Cleaver,12,5
7/20/2014,Disappointment Cleaver,2,2
7/20/2014,Kautz Glacier,2,2
7/20/2014,Emmons-Winthrop,3,3
7/20/2014,Kautz Glacier,11,0
7/20/2014,Disappointment Cleaver,12,0
7/20/2014,Disappointment Cleaver,6,6
7/20/2014,Disappointment Cleaver,5,0
7/19/2014,Disappointment Cleaver,2,0
7/19/2014,Disappointment Cleaver,4,0
7/19/2014,Emmons-Winthrop,2,0
7/19/2014,Disappointment Cleaver,11,9
7/19/2014,Disappointment Cleaver,2,0
7/19/2014,Tahoma Glacier,3,0
7/19/2014,Emmons-Winthrop,6,0
7/19/2014,Disappointment Cleaver,7,0
7/19/2014,Disappointment Cleaver,4,0
7/19/2014,Emmons-Winthrop,11,11
7/19/2014,Disappointment Cleaver,2,0
7/19/2014,Disappointment Cleaver,6,0
7/19/2014,Emmons-Winthrop,2,0
7/19/2014,Disappointment Cleaver,12,0
7/19/2014,Disappointment Cleaver,12,0
7/18/2014,Kautz Glacier,2,0
7/18/2014,Disappointment Cleaver,12,0
7/18/2014,Disappointment Cleaver,12,7
7/18/2014,Emmons-Winthrop,6,0
7/18/2014,Disappointment Cleaver,4,0
7/18/2014,Disappointment Cleaver,2,0
7/18/2014,Disappointment Cleaver,2,0
7/18/2014,Disappointment Cleaver,7,0
7/18/2014,Disappointment Cleaver,12,11
7/18/2014,Disappointment Cleaver,3,3
7/18/2014,Disappointment Cleaver,10,0
7/18/2014,Disappointment Cleaver,3,3
7/18/2014,Kautz Glacier,3,3
7/18/2014,Disappointment Cleaver,6,0
7/18/2014,Disappointment Cleaver,3,3
7/18/2014,Disappointment Cleaver,4,0
7/18/2014,Disappointment Cleaver,4,0
7/18/2014,Disappointment Cleaver,4,4
7/18/2014,Disappointment Cleaver,4,3
7/18/2014,Disappointment Cleaver,4,0
7/18/2014,Emmons-Winthrop,3,0
7/18/2014,Disappointment Cleaver,2,0
7/18/2014,Disappointment Cleaver,3,0
7/18/2014,Disappointment Cleaver,4,0
7/17/2014,Little Tahoma,4,0
7/17/2014,Disappointment Cleaver,10,4
7/17/2014,Disappointment Cleaver,3,3
7/17/2014,Disappointment Cleaver,4,0
7/17/2014,Disappointment Cleaver,9,2
7/17/2014,Disappointment Cleaver,3,0
7/17/2014,Emmons-Winthrop,2,0
7/17/2014,Disappointment Cleaver,12,6
7/17/2014,Emmons-Winthrop,11,6
7/17/2014,Disappointment Cleaver,4,4
7/17/2014,Disappointment Cleaver,2,2
7/17/2014,Disappointment Cleaver,4,0
7/17/2014,Disappointment Cleaver,2,2
7/17/2014,Emmons-Winthrop,4,0
7/17/2014,Disappointment Cleaver,4,4
7/17/2014,Disappointment Cleaver,8,0
7/17/2014,Emmons-Winthrop,2,2
7/17/2014,Disappointment Cleaver,6,0
7/17/2014,Disappointment Cleaver,5,0
7/17/2014,Disappointment Cleaver,12,8
7/17/2014,Disappointment Cleaver,5,0
7/17/2014,Disappointment Cleaver,3,3
7/17/2014,Disappointment Cleaver,11,8
7/16/2014,Emmons-Winthrop,11,0
7/16/2014,Disappointment Cleaver,5,3
7/16/2014,Disappointment Cleaver,2,2
7/16/2014,Disappointment Cleaver,3,3
7/16/2014,Disappointment Cleaver,2,2
7/16/2014,Disappointment Cleaver,4,0
7/16/2014,Disappointment Cleaver,12,12
7/16/2014,Emmons-Winthrop,3,3
7/16/2014,Disappointment Cleaver,11,11
7/16/2014,Disappointment Cleaver,12,12
7/16/2014,Disappointment Cleaver,11,6
7/16/2014,Emmons-Winthrop,11,11
7/15/2014,Emmons-Winthrop,11,5
7/15/2014,Emmons-Winthrop,9,7
7/15/2014,Kautz Glacier,11,11
7/15/2014,Disappointment Cleaver,12,10
7/15/2014,Disappointment Cleaver,3,3
7/15/2014,Emmons-Winthrop,3,3
7/15/2014,Disappointment Cleaver,6,0
7/15/2014,Disappointment Cleaver,12,8
7/15/2014,Disappointment Cleaver,1,0
7/15/2014,Emmons-Winthrop,3,0
7/15/2014,Disappointment Cleaver,1,0
7/15/2014,Emmons-Winthrop,3,3
7/15/2014,Disappointment Cleaver,3,3
7/15/2014,Emmons-Winthrop,11,5
7/15/2014,Disappointment Cleaver,12,7
7/15/2014,Disappointment Cleaver,12,9
7/15/2014,Disappointment Cleaver,2,0
7/14/2014,Emmons-Winthrop,12,11
7/14/2014,Disappointment Cleaver,4,4
7/14/2014,Disappointment Cleaver,3,3
7/14/2014,Disappointment Cleaver,4,4
7/14/2014,Disappointment Cleaver,4,0
7/14/2014,Disappointment Cleaver,5,5
7/14/2014,Disappointment Cleaver,2,0
7/14/2014,Kautz Glacier,4,4
7/14/2014,Emmons-Winthrop,2,2
7/14/2014,Fuhrer's Finger,2,2
7/14/2014,Disappointment Cleaver,2,2
7/14/2014,Disappointment Cleaver,12,9
7/14/2014,Disappointment Cleaver,6,6
7/14/2014,Disappointment Cleaver,12,10
7/14/2014,Emmons-Winthrop,12,7
7/14/2014,Kautz Glacier,6,6
7/14/2014,Emmons-Winthrop,6,6
7/14/2014,Disappointment Cleaver,12,8
7/14/2014,Disappointment Cleaver,3,3
7/14/2014,Emmons-Winthrop,4,4
7/14/2014,Disappointment Cleaver,1,0
7/14/2014,Disappointment Cleaver,4,3
7/14/2014,Disappointment Cleaver,3,3
7/14/2014,Disappointment Cleaver,12,9
7/13/2014,Disappointment Cleaver,2,2
7/13/2014,Emmons-Winthrop,2,2
7/13/2014,Kautz Glacier,9,9
7/13/2014,Disappointment Cleaver,12,11
7/13/2014,Disappointment Cleaver,2,2
7/13/2014,Kautz Cleaver,3,0
7/13/2014,Emmons-Winthrop,3,3
7/13/2014,Emmons-Winthrop,2,2
7/13/2014,Disappointment Cleaver,7,7
7/13/2014,Disappointment Cleaver,5,5
7/13/2014,Disappointment Cleaver,4,0
7/13/2014,Disappointment Cleaver,3,3
7/13/2014,Emmons-Winthrop,12,10
7/13/2014,Kautz Glacier,6,6
7/13/2014,Disappointment Cleaver,11,11
7/13/2014,Emmons-Winthrop,3,3
7/13/2014,Disappointment Cleaver,3,3
7/13/2014,Disappointment Cleaver,4,4
7/12/2014,Unknown,4,4
7/12/2014,Disappointment Cleaver,7,6
7/12/2014,Little Tahoma,3,3
7/12/2014,Disappointment Cleaver,2,2
7/12/2014,Disappointment Cleaver,2,2
7/12/2014,Disappointment Cleaver,4,4
7/12/2014,Disappointment Cleaver,2,2
7/12/2014,glacier only - no summit attempt,2,0
7/12/2014,Disappointment Cleaver,3,0
7/12/2014,Disappointment Cleaver,4,2
7/12/2014,Little Tahoma,10,8
7/12/2014,Disappointment Cleaver,2,0
7/12/2014,Disappointment Cleaver,4,4
7/12/2014,glacier only - no summit attempt,2,0
7/12/2014,Kautz Glacier,3,3
7/12/2014,Kautz Glacier,6,6
7/12/2014,Disappointment Cleaver,12,11
7/12/2014,Emmons-Winthrop,8,0
7/12/2014,Emmons-Winthrop,2,0
7/12/2014,Disappointment Cleaver,2,2
7/12/2014,Emmons-Winthrop,3,3
7/12/2014,Emmons-Winthrop,3,2
7/12/2014,Disappointment Cleaver,12,7
7/12/2014,Disappointment Cleaver,3,3
7/12/2014,Ptarmigan RIngraham Directge,3,3
7/12/2014,Disappointment Cleaver,12,9
7/12/2014,Kautz Glacier,4,4
7/12/2014,Disappointment Cleaver,2,2
7/12/2014,Edmonds HW,2,0
7/12/2014,Emmons-Winthrop,11,11
7/12/2014,Disappointment Cleaver,12,9
7/12/2014,Kautz Glacier,2,0
7/12/2014,Disappointment Cleaver,2,2
7/12/2014,Disappointment Cleaver,3,3
7/12/2014,Kautz Glacier,2,0
7/12/2014,Emmons-Winthrop,3,3
7/12/2014,Disappointment Cleaver,2,2
7/12/2014,Emmons-Winthrop,2,0
7/12/2014,Emmons-Winthrop,3,3
7/12/2014,Disappointment Cleaver,2,0
7/11/2014,glacier only - no summit attempt,3,0
7/11/2014,Emmons-Winthrop,2,2
7/11/2014,Emmons-Winthrop,4,4
7/11/2014,Emmons-Winthrop,3,0
7/11/2014,Disappointment Cleaver,4,0
7/11/2014,Emmons-Winthrop,2,2
7/11/2014,Emmons-Winthrop,2,0
7/11/2014,Disappointment Cleaver,3,3
7/11/2014,Emmons-Winthrop,6,6
7/11/2014,Ptarmigan RIngraham Directge,3,3
7/11/2014,Disappointment Cleaver,2,2
7/11/2014,Disappointment Cleaver,4,0
7/11/2014,Disappointment Cleaver,3,1
7/11/2014,Disappointment Cleaver,4,0
7/11/2014,Disappointment Cleaver,2,2
